,ciclo,Asignatura,Convocatoria,Anho,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Nota.Final,id_anony,Nota.Prom
1801,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,19,28,7,[5],es_791,5.0
1802,1,TECNOLOGIA DEL HORMIGON,1,2012,0,2012,16,10,5,[0],es_280,0.0
1803,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,21,29,0,[5],es_509,5.0
1804,1,TECNOLOGIA DEL HORMIGON,1,2012,0,0,0,0,0,[0],es_817,0.0
1805,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,20,26,8,[5],es_285,5.0
1806,1,TECNOLOGIA DEL HORMIGON,1,2012,0,2011,0,0,0,[0],es_293,0.0
1807,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,20,25,8,[5],es_294,5.0
1808,1,TECNOLOGIA DEL HORMIGON,1,2012,0,0,9,8,5,[0],es_818,0.0
1809,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,16,26,8,[3],es_302,3.0
1810,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2011,3,0,9,[3],es_160,3.0
1811,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,18,23,9,[3],es_424,3.0
1812,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,16,25,6,[4],es_425,4.0
1813,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,17,15,5,[2],es_310,2.0
1814,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,16,25,7,[3],es_311,3.0
1815,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,18,29,7,[4],es_314,4.0
1816,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,17,23,10,[3],es_813,3.0
1817,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,18,25,7,[4],es_324,4.0
1818,1,TECNOLOGIA DEL HORMIGON,1,2012,0,2012,18,17,6,[0],es_433,0.0
1819,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,19,24,7,[4],es_328,4.0
1820,1,TECNOLOGIA DEL HORMIGON,1,2012,0,2012,15,22,6,[0],es_161,0.0
1821,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,20,22,9,[5],es_729,5.0
1822,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2011,20,23,8,[3],es_332,3.0
1823,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,14,17,7,[2],es_563,2.0
1824,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,19,25,7,[5],es_795,5.0
1825,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,19,18,7,[4],es_796,4.0
1826,1,TECNOLOGIA DEL HORMIGON,1,2012,0,0,7,0,2,[0],es_819,0.0
1827,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,21,26,8,[5],es_338,5.0
1828,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2011,23,26,8,[5],es_439,5.0
1829,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2011,18,25,9,[5],es_581,5.0
1830,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,14,27,9,[4],es_162,4.0
1831,1,TECNOLOGIA DEL HORMIGON,1,2012,0,2012,18,16,6,[1],es_748,1.0
1832,1,TECNOLOGIA DEL HORMIGON,1,2012,0,0,18,16,5,[0],es_749,0.0
1833,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,20,24,7,[4],es_800,4.0
1834,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,19,25,7,[5],es_801,5.0
1835,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,15,18,10,[2],es_350,2.0
1836,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2011,0,0,0,[5],es_595,5.0
1837,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,19,27,7,[5],es_357,5.0
1838,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,20,24,6,[4],es_164,4.0
1839,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2011,19,25,8,[4],es_601,4.0
1840,1,TECNOLOGIA DEL HORMIGON,1,2012,0,2011,0,0,0,[0],es_360,0.0
1841,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,17,22,6,[2],es_367,2.0
1842,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,18,22,7,[3],es_447,3.0
1843,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,16,21,7,[3],es_371,3.0
1844,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2011,18,26,8,[5],es_372,5.0
1845,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,20,24,7,[5],es_616,5.0
1846,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,17,16,7,[2],es_617,2.0
1847,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,17,20,8,[3],es_449,3.0
1848,1,TECNOLOGIA DEL HORMIGON,1,2012,1,2012,20,26,8,[5],es_803,5.0
